maker_model,body_type,type,seat,door,mileage,non_smoker_vehicle,power,gearbox,engine_size,fuel_type,emission_classe,colour,upholstery_colour,upholstery,price (€),car_age,inspection_interval
160,2,5,5,5,2023,0,60,1,1199,26,7,0,1,0,16850,0,0
28,13,5,5,5,29722,1,180,0,2967,4,5,1,1,1,62970,1,0
795,8,2,5,5,1095,1,110,0,1500,21,7,12,1,0,36490,1,-2
631,13,5,5,4,97000,1,130,0,1997,3,5,1,1,3,17499,5,0
768,13,5,5,5,83500,1,110,1,1968,4,4,7,1,0,19890,5,0
558,18,5,6,4,70000,1,176,0,1950,4,8,12,1,1,58570,4,0
587,8,5,4,4,88010,1,140,1,2488,4,4,1,1,2,23880,9,0
602,2,1,5,5,100,1,100,0,1968,10,5,12,1,0,23490,1,0
79,13,5,5,4,112000,1,110,1,1995,3,5,2,1,2,19990,4,0
645,4,5,5,2,28488,1,331,0,2981,27,5,10,1,1,134900,5,-2
401,5,5,5,5,58563,0,190,0,2987,3,5,1,1,0,52950,5,-1
51,12,5,4,5,56865,1,257,0,2967,4,5,2,1,1,71740,4,0
95,12,5,5,4,17000,1,185,0,1998,10,8,2,1,1,40997,3,-2
118,8,1,5,5,5300,1,225,0,1998,21,7,2,1,1,48998,1,-2
72,3,5,4,3,24146,1,135,0,1998,21,8,1,4,0,35490,2,-1
62,8,1,5,5,14050,1,455,0,0,10,5,7,5,1,119900,1,-2
745,13,5,5,5,21550,0,147,0,1968,3,7,10,1,1,43650,1,-2
408,12,5,5,4,79500,1,66,1,1461,3,5,1,1,0,18780,6,0
87,4,5,4,3,8790,1,135,0,1998,20,7,1,1,5,45950,2,-1
392,12,5,5,4,40000,1,135,1,2191,3,8,12,1,1,23880,5,0
117,8,5,5,4,199000,1,105,1,1995,3,5,1,1,1,8990,13,0
726,12,2,5,5,100,1,393,0,1968,10,5,12,1,1,63990,1,-2
235,12,5,5,5,14153,1,92,1,999,19,7,7,1,0,20450,2,-2
246,8,3,5,4,44225,0,156,0,1996,3,7,8,1,1,49990,1,0
314,12,5,5,5,66000,1,80,1,1396,20,4,1,1,0,10490,8,-1
496,8,5,5,4,92558,1,155,0,1991,16,5,1,1,1,32880,7,0
91,13,5,5,4,178000,1,140,0,1995,3,5,2,1,1,25499,5,0
598,13,5,5,4,123600,1,100,0,1598,3,5,2,1,3,13950,6,0
617,18,5,7,4,240000,0,74,1,1910,3,3,10,1,0,1999,18,0
497,4,5,5,4,29777,1,180,0,1991,16,8,7,1,1,45880,5,0
642,4,5,4,2,6120,1,478,0,3745,29,5,7,4,1,255870,2,-1
758,13,5,5,5,205900,0,110,1,1968,3,4,1,1,0,9900,9,0
492,8,5,5,4,45000,1,140,0,1950,3,7,12,1,5,42990,2,0
794,8,5,5,5,16833,0,81,0,999,16,7,6,1,0,24950,1,0
50,12,5,4,4,57000,0,257,0,2967,4,8,12,1,5,58970,4,0
54,8,5,5,4,190600,1,230,0,2967,3,4,1,1,1,24780,10,-1
796,8,5,5,5,24500,0,176,0,1968,4,8,12,1,0,37900,4,-1
226,10,5,3,4,71800,0,74,1,1499,4,5,12,1,0,15985,7,0
553,13,5,9,4,60000,1,120,0,2143,3,5,1,1,0,54133,3,0
247,18,5,5,5,65200,1,121,1,1498,11,8,9,1,2,23480,4,-1
23,13,5,5,5,9730,1,110,0,1498,26,8,12,1,0,23890,3,0
690,8,5,5,5,74236,1,140,0,1984,21,8,7,1,3,30950,3,0
486,8,5,5,5,64100,1,125,0,2143,3,5,1,1,3,22490,9,-2
745,12,5,5,5,86800,1,110,0,1968,3,5,12,1,3,27900,5,0
328,8,5,5,5,41961,1,225,0,2993,4,8,1,5,1,53890,4,0
797,8,5,5,5,99900,0,210,0,2967,4,8,6,1,1,47970,5,0
94,12,5,5,4,93224,1,180,0,1997,16,4,4,1,1,18950,12,0
245,8,5,5,5,32859,1,114,1,1000,26,7,7,5,3,25490,2,1
608,12,5,5,5,98113,0,154,0,1956,4,5,1,1,1,19900,5,0
773,18,5,7,5,68950,0,110,1,1395,20,5,1,1,1,27345,5,0
668,18,4,3,5,10,1,100,1,2299,4,7,12,1,0,36950,0,0
35,8,5,5,5,65818,1,140,0,1968,4,8,1,1,1,36280,4,0
185,18,4,5,5,100,1,74,1,999,22,7,7,1,0,22497,0,0
800,12,1,5,5,2244,1,100,0,0,10,7,12,1,0,21900,1,-1
24,13,5,5,4,188756,1,140,0,1968,3,5,1,1,0,13999,8,-2
457,13,5,5,4,92000,1,143,0,1950,3,5,7,1,5,32800,5,0
133,2,5,4,3,67086,0,75,0,647,10,5,1,3,1,28990,5,0
187,13,5,5,5,99330,1,66,1,1461,3,4,9,1,0,8990,9,0
105,12,5,5,4,79987,1,290,0,2998,10,6,1,1,1,62500,4,-1
24,13,5,5,4,102000,1,110,0,1968,3,8,10,1,1,22500,4,0
26,12,5,5,5,68895,1,180,0,1984,16,8,1,1,0,30480,4,0
234,8,5,6,4,107000,1,295,0,5031,11,5,10,1,1,39999,4,0
27,12,5,5,4,84000,0,210,0,2967,4,8,1,1,1,43970,4,0
583,2,5,5,4,120817,1,59,0,1198,16,4,6,4,2,7250,12,0
497,8,5,5,5,30597,1,155,0,1991,10,7,12,1,0,44485,3,0
47,13,5,5,5,1017,1,228,0,1984,29,5,13,1,3,57790,0,-2
702,13,5,5,4,261000,0,125,0,1968,3,4,1,1,0,9990,8,0
319,8,4,5,5,15,1,74,0,998,25,7,7,1,0,23990,0,-1
795,8,5,5,5,117000,1,110,1,1968,3,8,7,1,0,23800,3,0
506,4,5,5,4,86361,1,287,0,2996,17,8,1,1,1,59880,4,0
752,12,5,5,5,7757,1,81,1,999,20,5,7,1,0,23979,1,0
38,4,5,2,2,59900,1,449,0,5204,20,5,12,1,1,108900,7,-1
421,12,5,5,4,80000,1,135,0,1991,16,5,7,1,1,19880,8,0
620,19,4,3,4,100,0,103,0,1968,3,7,12,1,0,53148,1,-1
428,13,5,5,4,64138,1,155,0,1991,16,5,1,1,1,27380,8,0
381,12,5,5,4,40000,1,75,1,1499,16,5,1,1,0,15999,5,0
27,13,5,5,5,68459,1,180,0,1984,16,8,1,1,0,31980,3,0
171,12,5,5,5,10,0,100,0,1968,10,5,7,4,3,33850,0,0
375,12,1,4,3,4200,1,170,0,1998,21,5,1,1,1,39489,1,-2
374,8,5,5,5,30246,0,165,0,1499,10,8,7,1,1,29490,4,0
188,12,5,5,4,33600,1,66,1,898,11,6,2,1,0,13480,4,-1
607,8,5,5,5,14280,1,133,0,1598,16,7,7,1,3,25985,2,-1
674,17,3,3,4,0,1,125,1,1997,4,7,12,1,0,42997,1,0
805,12,5,5,4,53760,1,288,0,1969,20,8,1,1,1,42950,4,0
640,12,5,5,5,15285,1,300,0,1968,10,5,1,5,2,50900,2,0
589,8,4,5,5,15,1,103,1,1332,25,7,1,1,0,31450,0,-3
766,13,5,5,4,75000,1,140,0,1968,3,8,1,1,5,25990,3,0
607,8,5,5,5,45655,1,133,0,1598,26,8,7,1,1,24990,4,0
738,4,5,2,3,99,1,190,0,1998,21,8,7,1,1,46950,2,-1
723,12,5,5,4,20000,1,377,0,1968,10,5,10,1,1,39580,4,0
696,8,5,5,5,10700,1,110,0,1968,4,5,7,1,0,35980,1,0
75,3,5,4,2,50000,0,185,0,1998,11,5,12,5,1,29990,3,-1
608,12,5,5,4,101000,1,103,1,1490,18,8,7,1,3,16890,5,0
124,8,5,5,5,29987,1,195,0,2993,4,5,7,1,1,62470,4,0
608,12,5,5,4,40500,1,169,0,1998,18,7,1,1,1,32800,3,0
770,12,5,5,4,89580,0,70,1,999,20,8,12,1,0,14888,4,-2
752,12,5,5,5,18700,0,150,0,1395,10,5,12,1,5,26770,3,0
651,8,5,5,4,99977,1,283,0,4134,4,5,1,1,1,51840,5,0
199,12,5,2,2,1315,1,588,0,6496,16,5,6,3,1,489000,2,-1
608,12,5,5,5,48169,1,128,0,1995,4,7,10,1,3,20980,2,0
117,8,5,5,5,92536,1,110,0,1995,3,5,12,3,1,33900,5,0
651,8,5,4,5,37700,1,404,0,3996,16,5,12,1,1,124900,4,0
770,4,5,5,2,112043,1,40,1,1263,11,5,5,5,2,4250,35,0
642,4,5,2,2,16914,1,305,1,3600,27,5,8,1,5,209990,16,0
758,13,5,5,4,91000,1,221,0,1984,16,5,1,1,1,25740,7,0
54,8,5,5,5,39435,1,255,0,2967,4,8,12,1,1,56490,4,0
816,8,5,5,5,89987,1,173,0,1969,4,5,12,1,0,39480,4,0
668,18,4,3,5,100,1,100,1,2299,4,7,12,1,0,36350,0,0
373,12,5,4,2,5200,0,135,0,1968,10,5,6,5,3,28900,1,-2
793,18,5,7,5,6499,1,110,0,1400,21,8,10,4,1,79990,1,-2
166,8,1,5,5,10,1,96,0,1199,21,8,12,1,1,37990,1,0
632,8,5,5,5,39100,1,96,0,1199,20,5,1,1,3,27380,4,0
702,13,5,5,4,280000,0,125,0,1968,3,4,1,1,1,8980,12,-1
660,2,3,5,5,10,1,67,1,999,20,7,2,1,0,22497,1,0
608,13,5,5,5,26227,1,125,0,1998,26,7,10,1,2,28990,2,0
312,2,4,5,5,20,1,62,1,1197,25,7,1,1,0,15990,0,-3
725,8,5,5,4,35000,1,306,0,1968,10,5,12,1,1,59999,5,-2
795,8,5,5,4,120000,1,132,0,1984,16,4,7,1,5,15480,10,0
90,4,2,4,2,11478,1,275,0,2998,17,5,1,1,1,61790,1,0
91,13,5,5,5,67745,1,140,0,1995,4,8,1,5,1,43950,3,0
558,18,5,7,4,40000,1,174,0,1950,4,8,2,1,2,66880,2,0
625,8,5,5,5,2458,0,74,1,1199,16,7,8,1,0,22950,1,0
91,13,5,5,5,23560,1,140,0,1995,4,8,7,1,0,34450,3,0
598,13,5,5,5,104495,0,66,1,1496,4,8,12,1,3,13440,3,0
583,12,5,5,4,130000,1,48,1,1240,11,3,10,1,0,3450,18,0
642,4,5,4,2,99468,1,316,0,3800,16,5,12,1,5,99480,8,0
235,12,5,5,5,45777,1,74,0,998,20,5,1,1,0,18990,4,-1
116,4,3,5,4,0,1,390,0,4395,28,7,2,5,1,127770,1,0
378,8,5,5,4,70500,1,170,0,1998,11,5,1,1,5,28900,6,-1
226,10,5,3,5,139600,0,77,1,1995,3,5,12,1,0,18290,4,0
85,12,5,5,4,17534,1,250,0,2993,4,7,2,2,1,66440,1,0
560,17,5,3,5,156128,0,100,1,2143,4,5,12,1,0,19992,6,0
65,12,5,5,4,30000,1,140,0,1995,4,8,7,1,1,32370,3,0
98,12,1,5,4,4080,1,290,0,2998,21,7,1,1,1,75789,1,-3
457,13,5,5,5,75000,0,143,0,1950,4,7,12,1,1,36970,4,0
91,13,5,5,5,42829,1,140,0,1995,10,8,1,1,1,37900,3,0
565,8,5,5,5,22531,0,86,1,1590,16,5,7,1,0,14450,7,0
144,8,5,7,4,109500,1,313,0,6162,16,5,1,1,1,60999,8,0
184,8,3,5,4,0,1,96,1,1332,20,7,7,1,0,22490,1,0
698,13,2,5,5,25,1,85,0,1968,3,7,7,1,0,33890,1,-2
668,18,4,3,5,100,1,100,1,2299,4,7,12,1,0,36350,1,0
83,13,2,5,5,12639,0,210,0,2993,4,5,12,1,0,55980,1,-2
726,8,4,5,5,100,1,378,0,1968,10,5,1,1,1,56990,1,-2
496,8,5,5,4,95110,1,150,0,2143,4,5,7,1,1,34880,6,0
788,18,3,4,3,1,1,110,1,1968,4,8,7,1,0,68007,1,0
33,8,5,5,4,98049,1,155,0,1984,16,4,12,1,3,23370,9,0
33,8,5,5,5,17000,1,180,0,1984,16,5,9,1,1,52970,2,-1
726,12,2,5,5,30,1,378,0,1968,10,5,12,1,1,58990,1,-2
688,12,5,5,5,24490,1,150,0,1395,10,7,1,1,0,25980,3,0
745,13,5,5,5,21800,1,235,0,1984,29,7,1,1,1,48900,2,0
752,12,5,5,4,32850,1,81,1,999,16,7,7,1,0,20750,2,0
91,13,5,5,5,114900,1,140,0,1995,4,5,1,1,1,26840,7,0
80,13,5,5,4,58000,0,135,0,1998,25,5,12,5,3,24890,6,-1
117,8,5,5,5,91815,1,110,0,1995,4,5,1,1,0,24900,7,0
607,8,5,5,4,45000,1,96,0,1199,18,7,12,1,0,19950,3,0
795,8,5,5,4,147384,1,110,0,1968,3,5,1,1,4,19599,5,0
462,12,5,5,4,90000,1,225,0,1950,4,5,7,1,3,46480,3,0
775,8,5,5,5,12452,1,110,0,1498,21,5,2,1,4,30897,1,0
36,8,5,5,5,118500,1,210,0,2967,3,8,7,1,1,52900,5,0
26,4,5,4,4,72000,1,140,0,1968,3,5,1,1,0,25990,5,0
71,18,5,5,5,48975,0,110,0,1995,4,7,2,5,0,30890,2,0
72,3,5,4,3,19044,1,135,0,1998,21,8,1,4,0,33990,2,-1
642,3,5,4,2,159138,0,261,0,3824,11,4,12,1,1,55890,16,0
818,12,5,4,5,15174,1,60,0,1968,10,5,9,1,1,16995,4,0
685,8,5,5,5,36296,1,110,0,1968,4,6,1,1,0,34930,2,0
748,18,5,5,5,93700,1,110,0,1968,3,5,1,1,3,25990,7,-1
210,18,5,5,4,100000,1,70,1,1368,16,5,1,3,3,12980,7,0
722,8,5,5,4,90000,1,88,1,1598,3,5,1,1,0,15999,7,0
785,18,3,9,4,10,0,110,1,1968,3,7,12,1,0,47970,1,0
687,12,5,5,4,11995,0,70,1,999,20,7,12,4,0,16980,2,0
589,8,5,5,5,35000,0,117,0,1332,25,8,1,5,3,23450,3,0
527,12,5,5,4,139843,1,190,0,2987,3,4,1,1,1,29950,10,0
242,13,5,5,4,40000,1,155,0,1997,4,5,12,1,1,26880,5,0
33,8,5,5,5,105820,1,110,1,1395,25,5,1,1,0,15990,9,0
184,8,3,5,4,0,0,96,1,1332,20,7,8,1,0,18990,1,0
242,13,5,5,5,58800,1,110,0,1997,4,5,12,1,0,18985,5,0
748,18,5,5,5,124591,1,110,1,1968,4,8,12,1,0,24950,4,-1
774,8,5,5,5,8416,1,110,0,1498,21,7,12,4,3,27950,2,0
773,18,5,5,4,124999,1,103,0,1968,3,4,1,1,0,18490,10,0
556,18,5,6,4,75000,1,140,0,2143,3,8,12,1,1,47999,4,0
426,13,5,5,5,14835,1,147,0,1993,4,7,7,1,2,44845,2,0
291,8,1,5,5,2500,1,405,0,5000,25,7,1,1,4,109950,1,-2
798,18,5,7,5,22722,1,110,0,1498,21,7,7,1,0,34950,2,0
241,8,5,5,4,86000,1,134,0,1498,25,5,1,1,5,21790,5,0
430,12,5,5,4,38158,1,143,0,1950,10,8,12,1,2,41285,3,0
27,13,5,5,5,105000,0,150,0,1968,3,7,12,1,5,35970,3,0
105,12,2,5,5,27686,1,290,0,2998,16,7,7,7,1,82990,2,-1
527,12,5,5,4,86000,1,210,0,2925,3,5,1,0,1,64700,4,0
189,8,3,4,5,10,1,48,0,0,10,5,6,1,0,22769,1,0
504,8,5,5,5,132580,0,190,0,2987,4,6,1,3,2,44950,5,0
752,12,5,5,4,15250,0,100,0,1968,10,5,12,1,0,23475,4,-1
631,12,5,5,5,99480,1,88,1,1560,4,5,12,1,0,10480,8,0
602,2,5,5,4,70400,1,66,1,1398,16,8,10,1,0,10490,5,0
768,13,2,5,5,25975,0,110,0,1968,4,7,2,1,2,37890,1,0
656,10,4,3,5,100,0,100,1,2299,4,7,12,1,0,36350,0,-2
601,18,5,7,5,10,0,96,0,1199,26,7,2,4,0,32850,0,0
236,13,5,5,5,34000,1,88,0,1499,4,5,7,1,0,12985,8,0
607,8,5,5,5,64100,1,96,1,1499,4,8,2,1,3,21440,6,0
585,8,5,5,4,155000,1,170,0,2993,3,4,4,1,1,22950,8,0
179,8,2,5,5,12250,1,110,0,1500,21,7,1,1,3,35890,1,-2
207,2,4,4,3,15,1,70,0,1,10,5,12,4,0,21490,1,-2
117,8,5,5,5,17503,1,100,0,1499,26,7,1,1,1,33998,2,0
685,8,5,5,5,70000,0,110,0,1968,4,7,12,1,5,28470,3,0
795,8,5,5,5,84900,0,110,0,1968,4,8,1,1,0,27900,4,-1
745,12,5,5,5,91125,1,140,0,1968,4,8,7,1,1,28480,3,0
401,14,5,9,5,157911,0,110,0,2148,3,3,6,1,0,15950,17,0
27,13,5,5,5,75000,0,210,0,2967,4,8,1,1,1,47960,4,0
344,8,4,5,5,50,1,135,0,1998,10,8,6,3,1,44390,0,0
702,13,5,5,4,24230,1,200,0,1984,11,7,1,1,5,39990,3,0
23,12,2,5,4,12877,1,110,0,1498,16,5,2,1,0,41290,1,0
695,8,3,5,5,0,0,81,1,999,20,7,7,1,0,32990,1,0
374,8,5,5,5,18752,0,165,0,1499,10,8,12,1,0,30490,4,0
457,13,5,5,5,139800,1,143,0,1950,3,5,1,1,3,23990,5,0
32,8,5,5,5,24533,1,81,1,1000,21,7,1,1,0,26490,2,-1
430,13,5,5,4,8198,1,190,0,1991,17,5,1,1,1,39340,2,0
598,12,5,5,5,59680,1,81,1,1199,26,7,1,1,0,14990,2,0
251,18,5,3,4,139500,1,125,1,1995,4,5,12,1,0,24248,6,0
687,12,5,5,2,161000,0,44,1,1198,16,3,1,4,0,699,15,0
45,13,5,5,5,10937,1,736,0,3996,20,5,1,1,1,189990,1,-2
654,12,3,4,4,44225,0,243,0,2894,16,7,1,1,1,134990,1,0
179,8,5,5,5,43500,1,228,0,1984,29,8,7,1,1,40800,2,0
797,8,5,5,5,81000,0,170,0,2967,4,8,1,1,1,44970,4,0
773,18,5,5,4,213538,0,103,0,1968,3,4,10,1,3,13950,11,0
589,8,4,5,5,15,1,103,1,1332,25,7,9,1,0,28990,0,-3
604,8,5,5,5,9324,1,96,0,1199,20,7,9,1,5,25990,2,0
338,3,3,4,2,10,1,341,0,4969,25,7,7,1,1,136890,1,0
164,18,5,5,5,116954,0,110,0,1997,4,5,1,1,3,14970,7,0
455,18,5,2,4,104440,1,66,1,1461,4,5,1,1,0,12490,4,0
752,12,5,5,5,25538,0,221,0,1984,20,8,12,1,4,38880,1,0
799,18,5,7,4,59987,1,110,0,1968,4,5,1,1,0,40997,5,0
795,8,5,5,5,49733,1,110,1,1968,21,8,7,1,1,30730,4,0
63,12,5,5,4,82350,1,85,1,1496,3,5,12,1,0,15950,5,0
795,8,5,5,4,69000,1,130,0,1968,3,5,12,1,1,21990,9,0
659,8,3,5,5,1,1,67,1,999,16,5,7,1,3,22607,1,0
752,12,5,5,5,38093,1,110,1,1498,20,7,7,1,0,23421,2,0
321,8,5,5,5,11163,1,118,0,1482,21,7,12,1,3,26500,2,0
26,12,5,5,5,39900,1,140,0,1968,4,5,6,1,5,46970,3,0
465,4,5,4,2,100000,1,245,0,2996,16,5,7,1,1,38880,6,0
230,8,5,5,5,3,0,92,1,998,16,7,10,1,3,22450,0,0
797,8,5,5,4,80000,1,150,0,2967,4,5,1,1,1,27880,7,0
783,18,5,4,4,1128,1,110,0,1968,4,7,2,4,0,77990,0,0
155,10,4,3,4,10,0,103,1,2179,4,7,12,1,0,38950,0,0
120,8,5,5,4,71347,1,195,0,2993,3,6,1,1,1,39500,5,0
401,12,5,5,4,46610,0,320,0,2999,20,8,12,1,1,66950,3,0
685,8,5,5,5,27492,1,110,0,1968,4,6,7,1,0,32430,3,0
602,2,5,5,5,38871,0,55,1,1199,25,7,10,1,0,13990,3,0
682,18,5,5,4,19000,1,110,1,1395,16,8,7,1,5,34499,3,0
270,18,5,8,5,125500,1,100,1,2497,3,5,1,4,0,21490,5,0
26,4,5,4,2,192500,1,140,0,2698,3,4,7,1,1,11990,15,0
27,13,5,5,4,99980,1,185,0,1984,16,5,1,1,1,27650,7,0
228,18,5,5,5,79917,1,74,1,998,25,4,10,5,0,10990,8,0
117,8,5,5,5,87227,1,140,0,1995,4,5,10,3,1,26900,6,0
179,8,3,5,5,0,1,110,0,1395,10,5,7,1,3,40990,1,0
794,8,5,5,5,7996,1,110,0,1498,20,8,12,1,0,28990,0,0
576,4,5,2,2,50000,1,241,0,3696,16,8,1,1,1,29480,4,0
27,13,5,5,5,94000,0,250,0,2995,20,7,1,1,1,45970,3,-2
425,12,3,5,4,44225,0,150,0,1496,16,7,1,1,3,54990,1,0
560,18,5,2,4,177321,1,100,1,2143,4,5,12,1,0,16700,5,0
795,8,5,5,5,8,1,235,0,1984,20,7,2,1,0,63980,1,0
698,13,5,5,5,96000,0,110,0,1968,4,5,10,1,0,17390,4,0
346,2,3,2,2,10,1,6,0,480,3,4,7,1,1,20585,1,0
668,18,4,3,5,10,1,100,1,2299,4,8,12,1,0,36950,0,0
401,10,5,6,2,1400,1,120,0,1950,4,5,2,1,2,46880,1,0
553,18,5,2,4,46475,1,120,0,2143,4,5,12,1,0,39950,3,0
62,8,1,5,5,4990,1,385,0,0,10,5,1,1,1,109489,1,0
698,13,5,5,5,64853,1,81,1,1395,6,5,1,1,3,17950,5,0
422,18,5,5,4,50000,1,155,0,1991,16,5,10,1,1,25880,8,0
752,12,5,5,4,13350,1,96,1,1498,11,8,10,1,0,23880,3,0
312,2,4,5,5,15,1,62,1,1197,25,7,7,1,1,19290,0,-1
495,8,5,5,5,59987,1,143,0,1950,4,5,7,1,1,47880,3,0
379,12,5,5,5,25459,0,75,0,1499,21,8,7,4,0,19890,3,0
317,8,5,5,5,27659,1,130,0,1591,20,7,1,4,0,22500,5,-1
695,8,1,5,5,1500,1,110,0,1498,20,5,1,1,0,25980,0,-3
790,8,4,5,5,5,1,110,0,1968,4,7,12,1,0,58470,0,-3
422,12,5,5,5,21439,1,118,0,1332,10,7,1,1,2,35485,2,0
307,12,2,5,5,1000,1,100,0,1598,4,7,12,1,0,28990,0,-1
496,8,5,5,5,71042,1,150,0,2143,4,6,1,1,3,37350,4,0
732,12,2,5,5,60,1,112,0,1987,10,7,1,1,3,30730,1,-2
608,12,5,5,5,50000,1,125,1,1956,4,8,1,1,0,19500,4,0
460,13,5,5,5,114987,1,155,0,1991,20,5,9,1,1,23430,8,0
413,12,5,5,4,23711,1,118,0,1332,10,7,1,1,2,34845,3,0
26,4,2,4,3,27279,1,150,0,1968,4,7,1,1,1,39990,2,0
794,8,5,5,5,10,1,110,0,1498,20,7,1,1,0,28440,0,0
282,8,5,5,5,116300,1,135,0,1995,4,4,1,1,1,12990,11,0
473,8,5,5,5,33000,0,300,0,1968,10,5,10,1,2,49870,4,0
608,13,5,5,4,56655,0,125,1,1956,3,5,12,1,0,17199,4,-1
752,12,5,5,5,3600,1,110,0,1498,20,7,12,1,0,40490,1,0
810,13,5,5,4,261586,0,100,1,1997,3,3,1,1,1,5890,15,0
768,13,1,5,5,4900,1,110,0,1999,4,5,1,1,1,51980,0,0
239,18,4,5,5,10,1,90,1,1968,4,7,1,1,0,33450,1,0
775,8,5,5,5,11312,1,110,0,1498,20,7,7,1,4,30540,1,-2
250,18,4,8,5,35,1,125,0,2000,4,5,7,1,0,52949,0,0
666,18,5,5,4,80283,1,55,0,1968,11,5,2,5,2,8450,21,-1
236,13,5,5,5,25023,1,92,1,998,26,7,2,1,0,21490,2,1
457,13,5,5,5,27714,1,143,0,1950,4,5,10,1,2,45845,2,0
43,13,5,5,5,192209,1,331,0,2894,28,4,9,1,1,37990,10,-1
492,8,1,5,5,27589,1,140,0,1950,3,5,10,1,5,46470,2,0
242,13,5,5,5,19378,1,110,1,1997,4,7,7,1,5,34490,2,1
91,13,5,5,5,34213,0,140,0,1995,4,8,1,5,3,37590,4,0
589,8,5,5,5,10554,1,103,1,1332,21,7,7,1,0,27950,1,0
181,12,5,5,4,14980,0,221,0,1984,20,7,7,1,0,37988,1,-2
350,10,5,9,5,19980,0,130,1,1968,4,5,8,1,0,57450,2,0
